County	Soil Code	Soil Description	Soil Description
Mills County	1D3	Ida silt loam, 9 to 14 percent slopes, severely eroded	32
Mills County	1E	Ida silt loam, 14 to 20 percent slopes	25
Mills County	1E3	Ida silt loam, 14 to 20 percent slopes, severely eroded	18
Mills County	1F	Ida silt loam, 20 to 30 percent slopes	7
Mills County	1F3	Ida silt loam, 20 to 30 percent slopes, severely eroded	8
Mills County	2G	Hamburg-Ida silt loams, 30 to 75 percent slopes	7
Mills County	3E	Castana silt loam, 9 to 20 percent slopes	45
Mills County	8B	Judson silty clay loam, deep loess, 2 to 5 percent slopes	92
Mills County	8C	Judson silty clay loam, deep loess, 5 to 9 percent slopes	87
Mills County	9	Marshall silty clay loam, 0 to 2 percent slopes	98
Mills County	9B	Marshall silty clay loam, 2 to 5 percent slopes	95
Mills County	9C	Marshall silty clay loam, 5 to 9 percent slopes	89
Mills County	9C2	Marshall silty clay loam, 5 to 9 percent slopes, eroded	87
Mills County	9D	Marshall silty clay loam, 9 to 14 percent slopes	64
Mills County	9D2	Marshall silty clay loam, 9 to 14 percent slopes, eroded	61
Mills County	9D3	Marshall silty clay loam, 9 to 14 percent slopes, severely eroded	54
Mills County	10B	Monona silt loam, 2 to 5 percent slopes	95
Mills County	10C	Monona silt loam, 5 to 9 percent slopes	89
Mills County	10C2	Monona silt loam, 5 to 9 percent slopes, eroded	86
Mills County	10D	Monona silt loam, 9 to 14 percent slopes	63
Mills County	10D2	Monona silt loam, 9 to 14 percent slopes, eroded	60
Mills County	10D3	Monona silt loam, 9 to 14 percent slopes, severely eroded	53
Mills County	10E	Monona silt loam, 14 to 20 percent slopes	48
Mills County	10E2	Monona silt loam, 14 to 20 percent slopes, eroded	45
Mills County	10E3	Monona silt loam, 14 to 20 percent slopes, severely eroded	38
Mills County	10F2	Monona silt loam, 20 to 30 percent slopes, eroded	24
Mills County	11B	Colo-Judson silty clay loams, 0 to 5 percent slopes, occasionally flooded	80
Mills County	12B	Napier silt loam, 2 to 5 percent slopes	93
Mills County	12C	Napier silt loam, 5 to 9 percent slopes	89
Mills County	22C2	Dow silt loam, 5 to 9 percent slopes, moderately eroded	59
Mills County	22D2	Dow silt loam, 9 to 14 percent slopes, moderately eroded	33
Mills County	33D	Steinauer clay loam, 11 to 18 percent slopes	25
Mills County	36	Salix silty clay loam, 0 to 2 percent slopes	97
Mills County	43	Bremer silty clay loam, 0 to 2 percent slopes, occasionally flooded	74
Mills County	44	Blencoe silty clay, 0 to 2 percent slopes	87
Mills County	46	Keg silt loam, 0 to 2 percent slopes	98
Mills County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	67
Mills County	54+	Zook silt loam, 0 to 2 percent slopes, occasionally flooded, overwash	69
Mills County	60D2	Malvern silty clay loam, 9 to 14 percent slopes, moderately eroded	5
Mills County	66	Luton silty clay, 0 to 2 percent slopes	55
Mills County	66+	Luton silt loam, overwash, 0 to 2 percent slopes	54
Mills County	67	Woodbury silty clay, 0 to 2 percent slopes	67
Mills County	70	McPaul silt loam, 0 to 2 percent slopes	72
Mills County	88	Nevin silty clay loam, 0 to 2 percent slopes, rarely flooded	95
Mills County	99C	Exira silty clay loam, 5 to 9 percent slopes	90
Mills County	99C2	Exira silty clay loam, 5 to 9 percent slopes, eroded	87
Mills County	99D	Exira silty clay loam, 9 to 14 percent slopes	62
Mills County	99D2	Exira silty clay loam, 9 to 14 percent slopes, eroded	59
Mills County	99D3	Exira silty clay loam, 9 to 14 percent slopes, severely eroded	52
Mills County	99E2	Exira silty clay loam, 14 to 20 percent slopes, eroded	47
Mills County	112C2	Strahan silt loam, 5 to 9 percent slopes, moderately eroded	59
Mills County	112D2	Strahan silt loam, 9 to 14 percent slopes, moderately eroded	33
Mills County	133	Colo silty clay loam, deep loess, 0 to 2 percent slopes, occasionally flooded	78
Mills County	133+	Colo silt loam, deep loess, 0 to 2 percent slopes, overwash, occasionally flooded	78
Mills County	137	Haynie silt loam, 0 to 2 percent slopes, occasionally flooded	67
Mills County	144	Blake silty clay loam, 0 to 2 percent slopes	92
Mills County	146	Onawa silty clay, 0 to 2 percent slopes	79
Mills County	149	Modale silt loam, 0 to 2 percent slopes	69
Mills County	156	Albaton silty clay, 0 to 2 percent slopes, occasionally flooded	52
Mills County	212	Kennebec silt loam, 0 to 2 percent slopes, occasionally flooded	91
Mills County	212+	Kennebec silt loam, 0 to 2 percent slopes, occasionally flooded, overwash	91
Mills County	234	Nishna silty clay loam, 0 to 2 percent slopes	61
Mills County	237	Sarpy loamy fine sand, 1 to 3 percent slopes	7
Mills County	238	Sarpy fine sandy loam, 0 to 2 percent slopes	10
Mills County	244	Blend silty clay, 0 to 2 percent slopes	74
Mills County	255	Cooper silty clay loam, 0 to 2 percent slopes	84
Mills County	275	Moville silt loam, 0 to 2 percent slopes	69
Mills County	430	Ackmore silt loam, 0 to 2 percent slopes, occasionally flooded	77
Mills County	436	Lakeport silty clay loam, 0 to 2 percent slopes	86
Mills County	509	Marshall silty clay loam, terrace, 0 to 2 percent slopes	99
Mills County	509B	Marshall silty clay loam, terrace, 2 to 5 percent slopes	94
Mills County	509C	Marshall silty clay loam, terrace, 5 to 9 percent slopes	90
Mills County	509C2	Marshall silty clay loam, terrace, 5 to 9 percent slopes, eroded	88
Mills County	510B	Monona silt loam, terrace, 2 to 5 percent slopes	95
Mills County	514	Grable silt loam, 0 to 2 percent slopes	43
Mills County	515	Percival silty clay, 0 to 2 percent slopes	50
Mills County	516	Vore silty clay loam, 0 to 2 percent slopes	54
Mills County	555	Percival silty clay, dark surface, 0 to 2 percent slopes	52
Mills County	636	Buckney fine sandy loam, 0 to 2 percent slopes	34
Mills County	670	Rawles silt loam, 0 to 2 percent slopes	82
Mills County	717	Napier-Gullied land complex, 2 to 10 percent slopes	55
Mills County	733	Calco silty clay loam, 0 to 2 percent slopes, occasionally flooded	78
Mills County	849	Kenmoor loamy fine sand, 0 to 2 percent slopes	30
Mills County	1233	Corley silt loam, 0 to 1 percent slopes	64
Mills County	1299	Minden silty clay loam, 0 to 2 percent slopes	94
Mills County	5030	Pits, limestone quarries	
Mills County	5040	Udorthents, loamy	5
Mills County	AW	Animal waste lagoon	
Mills County	BW	Built wetland	
Mills County	INT	Intermittent water	
Mills County	SL	Sewage lagoon	
Mills County	W	Water	
Mills County	Z24D2	Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded	52
Mills County	Z24E2	Shelby clay loam, deep loess, 14 to 18 percent slopes, eroded	38
Mills County	Z93D2	Shelby-Adair clay loams, deep loess, 9 to 14 percent slopes, eroded	38
Mills County	Z192D2	Adair clay loam, deep loess, 9 to 14 percent slopes, eroded	14
Mills County	Z1820	Dockery-Quiver silt loams, deep loess, 0 to 2 percent slopes, occasionally flooded	87
Monona County	1C	Ida silt loam, 5 to 9 percent slopes	65
Monona County	1C3	Ida silt loam, 5 to 9 percent slopes, severely eroded	58
Monona County	1D	Ida silt loam, 9 to 14 percent slopes	41
Monona County	1D3	Ida silt loam, 9 to 14 percent slopes, severely eroded	32
Monona County	1E	Ida silt loam, 14 to 20 percent slopes	25
Monona County	1E3	Ida silt loam, 14 to 20 percent slopes, severely eroded	18
Monona County	1F	Ida silt loam, 20 to 30 percent slopes	7
Monona County	1F3	Ida silt loam, 20 to 30 percent slopes, severely eroded	8
Monona County	1G	Ida silt loam, 30 to 40 percent slopes	6
Monona County	2G	Hamburg silt loam, 40 to 75 percent slopes	5
Monona County	3D	Castana silt loam, 9 to 14 percent slopes	54
Monona County	3E	Castana silt loam, 14 to 20 percent slopes	38
Monona County	3F	Castana silt loam, 20 to 30 percent slopes	15
Monona County	10B	Monona silt loam, 2 to 5 percent slopes	95
Monona County	10C	Monona silt loam, 5 to 9 percent slopes	89
Monona County	10C2	Monona silt loam, 5 to 9 percent slopes, eroded	86
Monona County	10C3	Monona silt loam, 5 to 9 percent slopes, severely eroded	79
Monona County	10D	Monona silt loam, 9 to 14 percent slopes	63
Monona County	10D2	Monona silt loam, 9 to 14 percent slopes, eroded	60
Monona County	10D3	Monona silt loam, 9 to 14 percent slopes, severely eroded	53
Monona County	10E	Monona silt loam, 14 to 20 percent slopes	48
Monona County	10E2	Monona silt loam, 14 to 20 percent slopes, eroded	45
Monona County	10E3	Monona silt loam, 14 to 20 percent slopes, severely eroded	38
Monona County	10F	Monona silt loam, 20 to 30 percent slopes	26
Monona County	10F2	Monona silt loam, 20 to 30 percent slopes, eroded	24
Monona County	10F3	Monona silt loam, 20 to 30 percent slopes, severely eroded	14
Monona County	10G	Monona silt loam, 30 to 40 percent slopes	9
Monona County	12B	Napier silt loam, 2 to 5 percent slopes	93
Monona County	12C	Napier silt loam, 5 to 9 percent slopes	89
Monona County	12D	Napier silt loam, 9 to 14 percent slopes	62
Monona County	17B	Napier-Kennebec-Colo complex, 0 to 5 percent slopes	80
Monona County	33D	Steinauer clay loam, 9 to 14 percent slopes	33
Monona County	33E	Steinauer clay loam, 14 to 18 percent slopes	21
Monona County	33F	Steinauer clay loam, 18 to 25 percent slopes	6
Monona County	33G	Steinauer clay loam, 25 to 40 percent slopes	6
Monona County	36	Salix silty clay loam, 0 to 2 percent slopes, rarely flooded	100
Monona County	44	Blencoe silt clay, 0 to 2 percent slopes, rarely flooded	87
Monona County	46	Keg silt loam, 0 to 2 percent slopes, rarely flooded	100
Monona County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	67
Monona County	54+	Zook silt loam, 0 to 2 percent slopes, occasionally flooded, overwash	69
Monona County	66	Luton silty clay, 0 to 2 percent slopes, rarely flooded	57
Monona County	66+	Luton silt loam, 0 to 2 percent slopes, rarely flooded, overwash	58
Monona County	67	Woodbury silty clay, 0 to 2 percent slopes, rarely flooded	70
Monona County	68	Napa silty clay loam, 0 to 2 percent sloeps, rarely flooded	41
Monona County	70	McPaul silt loam, 0 to 2 percent slopes, rarely flooded	77
Monona County	123	Grantcenter silty clay loam, 0 to 2 percent slopes, rarely flooded	100
Monona County	133	Colo silty clay loam, deep loess, 0 to 2 percent slopes, occasionally flooded	78
Monona County	133+	Colo silt loam, deep loess, 0 to 2 percent slopes, overwash, occasionally flooded	78
Monona County	137	Haynie silt loam, deep loess, 0 to 2 percent slopes, rarely flooded	72
Monona County	144	Blake silty clay loam, 0 to 2 percent slopes, rarely flooded	98
Monona County	145	Onawa silt loam, 0 to 2 percent slopes, rarely flooded	78
Monona County	146	Onawa silty clay, 0 to 2 percent slopes, rarely flooded	79
Monona County	147	Modale silty clay loam, 0 to 2 percent slopes, rarely flooded	74
Monona County	149	Modale silt loam, 0 to 2 percent slopes, rarely flooded	74
Monona County	155	Albaton silty clay loam, 0 to 2 percent slopes, rarely flooded	35
Monona County	156	Albaton silty clay, 0 to 2 percent slopes, rarely flooded	58
Monona County	157	Albaton silt loam, 0 to 2 percent slopes, rarely flooded	35
Monona County	212	Kennebec silt loam, 0 to 2 percent slopes, occasionally flooded	91
Monona County	212+	Kennebec silt loam, 0 to 2 percent slopes, occasionally flooded, overwash	91
Monona County	234	Nishna silty clay loam, 0 to 2 percent slopes, occasionally flooded	61
Monona County	237	Sarpy loamy fine sand, 0 to 2 percent slopes, rarely flooded	11
Monona County	237B	Sarpy loamy fine sand, 2 to 5 percent slopes, rarely flooded	6
Monona County	244	Blend silty clay, 0 to 2 percent slopes, rarely flooded	81
Monona County	255	Cooper silty clay loam, 0 to 2 percent slopes, rarely flooded	85
Monona County	257	Uturin silt loam, 0 to 2 percent slopes, occasionally flooded	77
Monona County	266	Smithland silty clay loam, 0 to 2 percent sloeps, occasionally flooded	87
Monona County	275	Moville silt loam, 0 to 2 percent slopes, rarely flooded	75
Monona County	366	Luton silty clay loam, 0 to 1 percent slopes, rarely flooded	58
Monona County	430	Ackmore silt loam, 0 to 2 percent slopes, occasionally flooded	77
Monona County	436	Lakeport silty clay loam, 0 to 2 percent slopes, rarely flooded	88
Monona County	446	Burcham silt loam, 0 to 2 percent slopes, rarely flooded	90
Monona County	465	Tieville silty clay, 0 to 2 percent slopes, rarely flooded	62
Monona County	510	Monona silt loam, terrace, 0 to 2 percent slopes	96
Monona County	510B	Monona silt loam, terrace, 2 to 5 percent slopes	95
Monona County	510C	Monona silt loam, terrace, 5 to 9 percent slopes	90
Monona County	510C2	Monona silt loam, terrace, 5 to 9 percent slopes, eroded	88
Monona County	510C3	Monona silt loam, terrace, 5 to 9 percent slopes, severely eroded	80
Monona County	514	Grable silt loam, 0 to 2 percent slopes, rarely flooded	46
Monona County	515	Percival silty clay, 0 to 2 percent slopes, rarely flooded	54
Monona County	516	Vore silty clay loam, 0 to 2 percent slopes, rarely flooded	58
Monona County	552	Owego silty clay, 0 to 2 percent slopes, rarely flooded	66
Monona County	553	Forney silty clay, 0 to 2 percent slopes, rarely flooded	55
Monona County	670	Rawles silt loam, 0 to 2 percent slopes, occasionally flooded	82
Monona County	717D	Napier-Gullied land complex, 5 to 14 percent slopes	42
Monona County	746	Lossing silty clay, 0 to 2 percent slopes, rarely flooded	98
Monona County	747	Rodney silty clay, 0 to 2 percent slopes, rarely flooded	83
Monona County	748	Hornick silty clay, 0 to 2 percent slopes, rarely flooded	100
Monona County	754	Larpenteur silt loam, 0 to 2 percent slopes, rarely flooded	100
Monona County	945	Albaton silty clay, depressional, drained, 0 to 1 percent slopes, frequently flooded	5
Monona County	946	Albaton silty clay, depressional, undrained, 0 to 1 percent slopes, frequently flooded	5
Monona County	1137	Haynie silt loam, 0 to 2 percent slopes, occasionally flooded	67
Monona County	1144	Blake silty clay loam, 0 to 2 percent slopes, occasionally flooded	92
Monona County	1145	Onawa silt loam, 0 to 2 percent slopes, occasionally flooded	78
Monona County	1146	Onawa silty clay, 0 to 2 percent slopes, occasionally flooded	79
Monona County	1147	Modale silty clay loam, 0 to 2 percent slopes, occasionally flooded	68
Monona County	1150	Modale silt loam, 0 to 2 percent slopes, occasionally flooded	68
Monona County	1155	Albaton silty clay loam, 0 to 2 percent slopes, occasionally flooded	29
Monona County	1156	Albaton silty clay, 0 to 2 percent slopes, occasionally flooded	52
Monona County	1157	Albaton silt loam, 0 to 2 percent slopes, occasionally flooded	34
Monona County	1237	Sarpy loamy fine sand, 0 to 2 percent slopes, occasionally flooded	9
Monona County	1237B	Sarpy loamy fine sand, 2 to 5 percent slopes, occasionally flooded	5
Monona County	1514	Grable silt loam, 0 to 2 percent slopes, occasionally flooded	40
Monona County	1515	Percival silty clay, 0 to 2 percent slopes, occasionally flooded	48
Monona County	1516	Vore silty clay loam, 0 to 2 percent slopes, occasionally flooded	58
Monona County	1524	Morconick very fine sandy loam, 0 to 2 percent slopes, occasionally flooded	9
Monona County	1525	Scroll silty clay, 0 to 2 percent slopes, occasionally flooded	68
Monona County	1526	Scroll silty clay loam, 0 to 2 percent slopes, occasionally flooded	68
Monona County	1552	Owego silty clay, 0 to 2 percent slopes, occasionally flooded	68
Monona County	1746	Lossing silty clay, 0 to 2 percent slopes, occasionally flooded	92
Monona County	1747	Rodney silty clay, 0 to 2 percent slopes, occasionally flooded	77
Monona County	1750	Ticonic fine sand, 0 to 2 percent slopes, occasionally flooded	46
Monona County	1849	Kenmoor fine sandy loam, 0 to 2 percent slopes, occasionally flooded	29
Monona County	5010	Pits, sand and gravel	
Monona County	5040	Udorthents, loamy	5
Monona County	5044	Fluvaquents, frequently flooded	5
Monona County	5045	Aquents, loamy, rarely flooded	5
Monona County	5046	Aquents, ponded, rarely flooded	5
Monona County	5047	Aquents, ponded, occasionally flooded	5
Monona County	5051	Fluvaquents, ponded	5
Monona County	5090	Aquents-orthents complex	5
Monona County	AW	Animal waste lagoon	
Monona County	SL	Sewage lagoon	
Monona County	W	Water	
Monona County	Z1820	Dockery-Quiver silt loams, deep loess, 0 to 2 percent slopes, occasionally flooded	87
Monroe County	11B	Colo-Ely complex, 0 to 5 percent slopes	86
Monroe County	13B	Olmitz-Colo-Vesser complex, 2 to 5 percent slopes	82
Monroe County	23C	Arispe silty clay loam, 5 to 9 percent slopes	66
Monroe County	23C2	Arispe silty clay loam, 5 to 9 percent slopes, moderately eroded	62
Monroe County	24D2	Shelby clay loam, 9 to 14 percent slopes, moderately eroded	48
Monroe County	24E2	Shelby clay loam, 14 to 18 percent slopes, moderately eroded	40
Monroe County	41D	Sparta loamy fine sand, 5 to 14 percent slopes	13
Monroe County	51	Vesser silt loam, 0 to 2 percent slopes	74
Monroe County	54	Zook silty clay loam, 0 to 2 percent slopes	69
Monroe County	54+	Zook silt loam, heavy till, 0 to 2 percent slopes, occasionally flooded, overwash	68
Monroe County	58D2	Douds loam, heavy loess, 9 to 14 percent slopes, moderately eroded	44
